1463.0 nm, 0.0623958502812
1464.0 nm, 0.0638130776228
1465.0 nm, 0.063983231756
1466.0 nm, 0.0624125550554
1467.0 nm, 0.0614051810934
1468.0 nm, 0.0642669751842
1469.0 nm, 0.0620506446949
1470.0 nm, 0.0623161143047
1471.0 nm, 0.0644367647919
1472.0 nm, 0.0645774716095
1473.0 nm, 0.0632948175489
1474.0 nm, 0.0618526439884
1475.0 nm, 0.0646260485859
1476.0 nm, 0.0638577874598
1477.0 nm, 0.0634825322986
1478.0 nm, 0.0646308983591
1479.0 nm, 0.0640502251912
1480.0 nm, 0.0648285503891
1481.0 nm, 0.0646364771831
1482.0 nm, 0.0647240583809
1483.0 nm, 0.0617767276045
1484.0 nm, 0.0641541307889
1485.0 nm, 0.0618491730723
1486.0 nm, 0.0640394954643
1487.0 nm, 0.0625925355264
1488.0 nm, 0.0629398173227
1489.0 nm, 0.0615533686069
1490.0 nm, 0.0620437345606
1491.0 nm, 0.0643879659305
1492.0 nm, 0.0643615774589
1493.0 nm, 0.0621599389295
1494.0 nm, 0.0630762290798
1495.0 nm, 0.0613049049011
1496.0 nm, 0.0625532143263
1497.0 nm, 0.0636732424964
1498.0 nm, 0.0625957211617
1499.0 nm, 0.0614056407124
1500.0 nm, 0.0629392943079
1501.0 nm, 0.0639965131609
1502.0 nm, 0.0620982073396
1503.0 nm, 0.0622123354984
1504.0 nm, 0.0622337157076
1505.0 nm, 0.0621677049061
1506.0 nm, 0.0611851345225
1507.0 nm, 0.061406670893
1508.0 nm, 0.0623901446657
1509.0 nm, 0.0620476967936
1510.0 nm, 0.0623476536792
1511.0 nm, 0.0611031321488
1512.0 nm, 0.0637520909328
1513.0 nm, 0.0633484344856
1514.0 nm, 0.0616830762657
1515.0 nm, 0.0618955470471
1516.0 nm, 0.0642575767676
1517.0 nm, 0.0621647570048
1518.0 nm, 0.0621673403807
1519.0 nm, 0.0625929951454
1520.0 nm, 0.0628518399016
1521.0 nm, 0.0646033212175
1522.0 nm, 0.0621051967186
1523.0 nm, 0.0620424190993
1524.0 nm, 0.0644955484804
1525.0 nm, 0.0630040688927
1526.0 nm, 0.0622534793257
1527.0 nm, 0.0627863362659
1528.0 nm, 0.0638995969422
1529.0 nm, 0.0646061423274
1530.0 nm, 0.0650785672902
1531.0 nm, 0.0650257428001
1532.0 nm, 0.0629818486902
1533.0 nm, 0.0656787187954
1534.0 nm, 0.0625901423376
1535.0 nm, 0.0653161269308
1536.0 nm, 0.0625958479531
1537.0 nm, 0.0633027420148
1538.0 nm, 0.0632329274697
1539.0 nm, 0.0649494618907
1540.0 nm, 0.06361769199
1541.0 nm, 0.0629921187981
1542.0 nm, 0.0623009944236
1543.0 nm, 0.0643832270999
1544.0 nm, 0.0633034393678
1545.0 nm, 0.0629693914297
1546.0 nm, 0.0629685831341
1547.0 nm, 0.0625215798581
1548.0 nm, 0.0635000770662
1549.0 nm, 0.0621149279628
1550.0 nm, 0.0618435150036
1551.0 nm, 0.0620055227857
1552.0 nm, 0.0632117691456
1553.0 nm, 0.064327327917
1554.0 nm, 0.0616002972943
1555.0 nm, 0.0634527680044
1556.0 nm, 0.0616442305336
1557.0 nm, 0.0624489283542
1558.0 nm, 0.0617628280912
1559.0 nm, 0.0612210640512
1560.0 nm, 0.0616843441803
1561.0 nm, 0.0615094829144
1562.0 nm, 0.0612264526881
1563.0 nm, 0.0611611233907
1564.0 nm, 0.0635287002373
1565.0 nm, 0.0631835738957
1566.0 nm, 0.0615754778669
1567.0 nm, 0.0639499014521
1568.0 nm, 0.0622722286122
1569.0 nm, 0.0612814484818
1570.0 nm, 0.0615590583734
1571.0 nm, 0.0628940773052
1572.0 nm, 0.0636841941084
1573.0 nm, 0.064477956166
1574.0 nm, 0.0625213579731
1575.0 nm, 0.0614007592414
1576.0 nm, 0.0617020791351
1577.0 nm, 0.0627136530641
